data,acucar_usd
02/01/1973,9.74
03/01/1973,9.45
04/01/1973,9.65
05/01/1973,9.5
08/01/1973,9.65
09/01/1973,9.87
10/01/1973,9.92
11/01/1973,10.11
12/01/1973,10.4
15/01/1973,10.34
16/01/1973,10.05
17/01/1973,9.77
18/01/1973,9.31
19/01/1973,8.81
22/01/1973,9.1
23/01/1973,8.6
24/01/1973,8.76
26/01/1973,9.23
29/01/1973,9.16
30/01/1973,9.17
31/01/1973,9.5
01/02/1973,9.69
02/02/1973,9.78
05/02/1973,9.54
06/02/1973,9.22
07/02/1973,9.19
08/02/1973,8.92
09/02/1973,9.11
13/02/1973,8.86
14/02/1973,8.64
15/02/1973,8.6
16/02/1973,8.39
20/02/1973,8.89
21/02/1973,9.02
22/02/1973,9.05
23/02/1973,8.93
26/02/1973,8.57
27/02/1973,8.86
28/02/1973,9.05
01/03/1973,9.3
02/03/1973,8.82
05/03/1973,8.63
06/03/1973,8.85
07/03/1973,9.12
08/03/1973,8.96
09/03/1973,9
12/03/1973,8.85
13/03/1973,8.68
14/03/1973,8.9
15/03/1973,8.76
16/03/1973,8.8
19/03/1973,8.62
20/03/1973,8.7
21/03/1973,8.59
22/03/1973,8.8
23/03/1973,9.22
26/03/1973,9.1
27/03/1973,9.15
28/03/1973,9.08
29/03/1973,9.45
30/03/1973,9.47
02/04/1973,9.07
03/04/1973,9.16
04/04/1973,9.14
05/04/1973,9.21
06/04/1973,9.06
09/04/1973,8.83
10/04/1973,8.75
11/04/1973,8.73
12/04/1973,8.84
13/04/1973,9.01
16/04/1973,9.08
17/04/1973,8.94
18/04/1973,9.16
19/04/1973,9.24
23/04/1973,9.32
24/04/1973,9.1
25/04/1973,9.02
26/04/1973,9.22
27/04/1973,9.42
30/04/1973,9.13
01/05/1973,8.96
02/05/1973,8.94
03/05/1973,9.04
04/05/1973,8.99
07/05/1973,8.92
08/05/1973,9.07
09/05/1973,9.33
10/05/1973,9.3
11/05/1973,9.03
14/05/1973,9.28
15/05/1973,9.14
16/05/1973,9.21
17/05/1973,9.43
18/05/1973,9.92
21/05/1973,10.29
22/05/1973,10.58
23/05/1973,10.56
24/05/1973,10.63
25/05/1973,10.95
29/05/1973,11.05
30/05/1973,10.55
31/05/1973,10.51
01/06/1973,10.49
04/06/1973,10.4
05/06/1973,9.95
06/06/1973,9.5
07/06/1973,9.6
08/06/1973,9.47
11/06/1973,9.3
12/06/1973,9.1
13/06/1973,9.42
14/06/1973,9.6
15/06/1973,9.97
18/06/1973,10.1
19/06/1973,9.95
20/06/1973,9.85
21/06/1973,9.76
22/06/1973,9.67
25/06/1973,9.9
26/06/1973,9.9
27/06/1973,9.98
28/06/1973,9.48
29/06/1973,9.42
02/07/1973,9.5
03/07/1973,9.48
05/07/1973,9.98
06/07/1973,10
09/07/1973,9.91
10/07/1973,9.67
11/07/1973,9.93
12/07/1973,9.48
13/07/1973,9.51
16/07/1973,9.72
17/07/1973,9.45
18/07/1973,9.56
19/07/1973,9.75
20/07/1973,9.82
23/07/1973,10.32
24/07/1973,9.95
25/07/1973,10.23
26/07/1973,10
27/07/1973,9.63
30/07/1973,9.8
31/07/1973,9.99
01/08/1973,9.94
02/08/1973,9.64
03/08/1973,9.92
06/08/1973,9.93
07/08/1973,9.44
08/08/1973,9.65
09/08/1973,9.6
10/08/1973,9.43
13/08/1973,8.93
14/08/1973,8.62
15/08/1973,8.52
16/08/1973,8.76
17/08/1973,8.69
20/08/1973,8.61
21/08/1973,8.63
22/08/1973,8.75
23/08/1973,8.87
24/08/1973,8.96
27/08/1973,8.77
28/08/1973,8.62
29/08/1973,8.74
30/08/1973,8.49
31/08/1973,8.6
04/09/1973,8.45
05/09/1973,8.51
06/09/1973,8.34
07/09/1973,8.44
10/09/1973,8.52
11/09/1973,8.57
12/09/1973,8.52
13/09/1973,8.51
14/09/1973,8.93
17/09/1973,9.11
18/09/1973,9.27
19/09/1973,9.62
20/09/1973,9.31
21/09/1973,9.34
24/09/1973,9.34
25/09/1973,9.34
26/09/1973,9.66
27/09/1973,9.69
28/09/1973,9.8
01/10/1973,8.78
02/10/1973,9.18
03/10/1973,9.21
04/10/1973,9.21
05/10/1973,9.27
09/10/1973,9.53
10/10/1973,9.62
11/10/1973,9.29
12/10/1973,8.96
15/10/1973,8.85
16/10/1973,9.1
17/10/1973,8.98
18/10/1973,9.11
19/10/1973,9.17
23/10/1973,9.18
24/10/1973,9.55
25/10/1973,9.5
26/10/1973,9.7
29/10/1973,9.93
30/10/1973,9.76
31/10/1973,9.86
01/11/1973,10.19
02/11/1973,9.94
05/11/1973,9.79
07/11/1973,10.08
08/11/1973,9.96
09/11/1973,10.12
12/11/1973,10.26
13/11/1973,10.28
14/11/1973,10.11
15/11/1973,10.09
16/11/1973,10.59
19/11/1973,10.74
20/11/1973,10.24
21/11/1973,10.18
23/11/1973,10.2
26/11/1973,9.7
27/11/1973,9.37
28/11/1973,9.76
29/11/1973,9.86
30/11/1973,9.88
03/12/1973,9.82
04/12/1973,10.01
05/12/1973,9.86
06/12/1973,10.36
07/12/1973,10.27
10/12/1973,10.7
11/12/1973,10.72
12/12/1973,11.22
13/12/1973,11.08
14/12/1973,11.26
17/12/1973,11.76
18/12/1973,11.7
19/12/1973,12.2
20/12/1973,12.5
21/12/1973,12.54
26/12/1973,13.04
27/12/1973,13.33
28/12/1973,12.83
31/12/1973,12.33
02/01/1974,12.83
03/01/1974,12.33
04/01/1974,12.48
07/01/1974,12.58
08/01/1974,12.41
09/01/1974,12.89
10/01/1974,13.39
11/01/1974,13.89
14/01/1974,14.39
15/01/1974,14.89
16/01/1974,14.39
17/01/1974,14.89
18/01/1974,15.32
21/01/1974,15.48
22/01/1974,15.01
23/01/1974,15.04
24/01/1974,15.54
25/01/1974,16.04
28/01/1974,17.04
29/01/1974,17.75
30/01/1974,18.04
31/01/1974,18.52
01/02/1974,18.1
04/02/1974,17.35
05/02/1974,18.76
06/02/1974,18.5
07/02/1974,18.1
08/02/1974,18.4
11/02/1974,19.28
13/02/1974,20.42
14/02/1974,20.8
15/02/1974,21.24
19/02/1974,23.78
20/02/1974,24.63
21/02/1974,26.96
22/02/1974,25.55
25/02/1974,22.67
26/02/1974,21.65
27/02/1974,20.49
28/02/1974,19.85
01/03/1974,21.28
04/03/1974,22.28
05/03/1974,21.95
06/03/1974,20.95
07/03/1974,19.95
08/03/1974,19.76
11/03/1974,20.76
12/03/1974,21.76
13/03/1974,20.76
14/03/1974,20.39
15/03/1974,21
18/03/1974,22
19/03/1974,22.31
20/03/1974,22.22
21/03/1974,21.22
22/03/1974,21.18
25/03/1974,20.18
26/03/1974,19.25
27/03/1974,18.31
28/03/1974,19.23
29/03/1974,20.23
01/04/1974,18.92
02/04/1974,18.88
03/04/1974,19.68
04/04/1974,21
05/04/1974,21.6
08/04/1974,19.9
09/04/1974,20.37
10/04/1974,21.75
11/04/1974,21.54
15/04/1974,22.05
16/04/1974,21.82
17/04/1974,22.72
18/04/1974,23.9
19/04/1974,23.88
22/04/1974,23.75
23/04/1974,21.35
24/04/1974,21.94
25/04/1974,22.61
26/04/1974,22.78
29/04/1974,22.3
30/04/1974,23
01/05/1974,23.44
02/05/1974,23.94
03/05/1974,24.45
06/05/1974,23.45
07/05/1974,24.45
08/05/1974,25.08
09/05/1974,24.5
10/05/1974,24.92
13/05/1974,24
14/05/1974,23.82
15/05/1974,23.58
16/05/1974,24.58
17/05/1974,23.95
20/05/1974,22.95
21/05/1974,22.07
22/05/1974,21.9
23/05/1974,22.14
24/05/1974,22.46
28/05/1974,21.46
29/05/1974,22.46
30/05/1974,23.08
31/05/1974,23.47
03/06/1974,24.31
04/06/1974,24.53
05/06/1974,24.2
06/06/1974,25.12
07/06/1974,25.79
10/06/1974,24.98
11/06/1974,23.6
12/06/1974,22.62
13/06/1974,22.49
14/06/1974,23.8
17/06/1974,24.45
18/06/1974,23.45
19/06/1974,22.55
20/06/1974,23.54
21/06/1974,22.77
24/06/1974,21.31
25/06/1974,22.6
26/06/1974,22.5
27/06/1974,23.5
28/06/1974,23
01/07/1974,22.3
02/07/1974,21.9
03/07/1974,22.25
05/07/1974,22.75
08/07/1974,22.73
09/07/1974,22.47
10/07/1974,23.24
11/07/1974,22.7
12/07/1974,23.7
15/07/1974,24.43
16/07/1974,24.57
17/07/1974,24.28
18/07/1974,25.28
19/07/1974,26.28
22/07/1974,27.28
23/07/1974,26.28
24/07/1974,27.28
25/07/1974,27.15
26/07/1974,28.15
29/07/1974,27.15
30/07/1974,27.2
31/07/1974,26.9
01/08/1974,28.4
02/08/1974,29.23
05/08/1974,29.42
06/08/1974,31.07
07/08/1974,32.1
08/08/1974,30.52
09/08/1974,29.4
12/08/1974,28.41
13/08/1974,31.61
14/08/1974,28.64
15/08/1974,28.92
16/08/1974,29.92
19/08/1974,30.97
20/08/1974,31.55
21/08/1974,32.17
22/08/1974,33.15
23/08/1974,33.85
26/08/1974,33.93
27/08/1974,35.2
28/08/1974,36.3
29/08/1974,37.3
30/08/1974,33.25
03/09/1974,37.31
04/09/1974,35.45
05/09/1974,33
06/09/1974,33.03
09/09/1974,35
10/09/1974,32.07
11/09/1974,33.48
12/09/1974,31
13/09/1974,32.35
16/09/1974,32.12
17/09/1974,33.05
18/09/1974,33.05
19/09/1974,35.13
20/09/1974,36.13
23/09/1974,35.56
24/09/1974,35.93
25/09/1974,35.97
26/09/1974,35.98
27/09/1974,36.62
30/09/1974,36.5
01/10/1974,33.34
02/10/1974,33.34
03/10/1974,35.21
04/10/1974,36.08
07/10/1974,36.63
08/10/1974,37.63
09/10/1974,38.42
10/10/1974,37.71
11/10/1974,38.71
15/10/1974,39.71
16/10/1974,40.71
17/10/1974,41.14
18/10/1974,40.74
21/10/1974,41.75
22/10/1974,42.05
23/10/1974,41.05
24/10/1974,42.05
25/10/1974,42.2
28/10/1974,43.2
29/10/1974,44.2
30/10/1974,45.2
31/10/1974,46.2
01/11/1974,47.2
04/11/1974,49.2
06/11/1974,51.2
07/11/1974,53.2
08/11/1974,55.2
12/11/1974,57.2
13/11/1974,55.2
14/11/1974,56
15/11/1974,59
18/11/1974,61
19/11/1974,63
20/11/1974,65
21/11/1974,63.2
22/11/1974,61.2
25/11/1974,59
26/11/1974,57
27/11/1974,55.2
29/11/1974,53.2
02/12/1974,51.2
03/12/1974,48
04/12/1974,46
06/12/1974,48
09/12/1974,47.6
10/12/1974,45.6
11/12/1974,43.6
12/12/1974,42.45
13/12/1974,44.07
16/12/1974,42.07
17/12/1974,37
18/12/1974,37.5
19/12/1974,40.2
20/12/1974,42.7
23/12/1974,45.26
27/12/1974,45.7
30/12/1974,46.72
31/12/1974,47.2
02/01/1975,45.2
03/01/1975,45.6
06/01/1975,43.6
07/01/1975,41.6
08/01/1975,39.6
09/01/1975,37.6
10/01/1975,36.95
13/01/1975,35.15
14/01/1975,36.35
15/01/1975,38.35
16/01/1975,38.35
17/01/1975,38.8
20/01/1975,38.05
21/01/1975,36.05
22/01/1975,34.85
23/01/1975,35.8
24/01/1975,37.2
27/01/1975,39.2
28/01/1975,37.5
29/01/1975,37
30/01/1975,36.3
31/01/1975,35.5
03/02/1975,33.55
04/02/1975,34.35
05/02/1975,33.7
06/02/1975,35.98
07/02/1975,35.74
10/02/1975,37.1
11/02/1975,36.94
13/02/1975,36.4
14/02/1975,36.2
18/02/1975,36.7
19/02/1975,35.15
20/02/1975,34.7
21/02/1975,33.4
24/02/1975,31.2
25/02/1975,29.7
26/02/1975,30.8
27/02/1975,28.8
28/02/1975,29.5
03/03/1975,28.37
04/03/1975,27.77
05/03/1975,27.15
06/03/1975,28.15
07/03/1975,27
10/03/1975,26.2
11/03/1975,28.2
12/03/1975,28.75
13/03/1975,28.09
14/03/1975,28.43
17/03/1975,28.63
18/03/1975,26.63
19/03/1975,24.63
20/03/1975,24
21/03/1975,24.6
24/03/1975,24.88
25/03/1975,24.93
26/03/1975,25.2
27/03/1975,25.65
31/03/1975,25.4
01/04/1975,25.01
02/04/1975,24.39
03/04/1975,24.25
04/04/1975,23.68
07/04/1975,23.07
08/04/1975,24.7
09/04/1975,24.3
10/04/1975,24.3
11/04/1975,24.35
14/04/1975,25.67
15/04/1975,26.2
16/04/1975,25.6
17/04/1975,24.92
18/04/1975,25.55
21/04/1975,26.48
22/04/1975,26.05
23/04/1975,25.25
24/04/1975,24.06
25/04/1975,22.47
28/04/1975,20.1
29/04/1975,20.29
30/04/1975,18.8
01/05/1975,19.1
02/05/1975,19.25
05/05/1975,17.43
06/05/1975,17.19
07/05/1975,18.05
08/05/1975,18.08
09/05/1975,17.19
12/05/1975,17.5
13/05/1975,17.6
14/05/1975,16.82
15/05/1975,16.48
16/05/1975,16.48
19/05/1975,16.88
20/05/1975,17.55
21/05/1975,16.9
22/05/1975,17.05
23/05/1975,17.4
27/05/1975,16.7
28/05/1975,15.92
29/05/1975,15.58
30/05/1975,15.2
02/06/1975,14.58
03/06/1975,15.15
04/06/1975,15.12
05/06/1975,15.31
06/06/1975,15.85
09/06/1975,16.3
10/06/1975,14.87
11/06/1975,13.87
12/06/1975,13.48
13/06/1975,12.7
16/06/1975,12.94
17/06/1975,12.42
18/06/1975,11.92
19/06/1975,12.02
20/06/1975,12.2
23/06/1975,12.65
24/06/1975,13.18
25/06/1975,12.34
26/06/1975,12.59
27/06/1975,13.55
30/06/1975,14.35
01/07/1975,13.41
02/07/1975,13.3
03/07/1975,13.54
07/07/1975,14.23
08/07/1975,15.23
09/07/1975,16.23
10/07/1975,17.08
11/07/1975,17.95
14/07/1975,16.95
15/07/1975,15.95
16/07/1975,16.4
17/07/1975,16.55
18/07/1975,15.89
21/07/1975,16.89
22/07/1975,17.3
23/07/1975,17.69
24/07/1975,17.53
25/07/1975,17.91
28/07/1975,18.87
29/07/1975,19.09
30/07/1975,18.09
31/07/1975,17.09
01/08/1975,16.8
04/08/1975,18.15
05/08/1975,17.45
06/08/1975,17.98
07/08/1975,18.95
08/08/1975,20.26
11/08/1975,19.49
12/08/1975,20.2
13/08/1975,21.2
14/08/1975,20.6
15/08/1975,20.8
18/08/1975,19.5
19/08/1975,20.28
20/08/1975,19.31
21/08/1975,17.86
22/08/1975,17.28
25/08/1975,17.59
26/08/1975,16.7
27/08/1975,16.72
28/08/1975,16.82
29/08/1975,17.1
02/09/1975,16
03/09/1975,15.82
04/09/1975,15.57
05/09/1975,16.48
08/09/1975,16.45
09/09/1975,15.95
10/09/1975,16.13
11/09/1975,15.78
12/09/1975,15.77
15/09/1975,15.82
16/09/1975,15.6
17/09/1975,15.47
18/09/1975,15.5
19/09/1975,15.71
22/09/1975,15.76
23/09/1975,14.92
24/09/1975,14.53
25/09/1975,14.36
26/09/1975,14.33
29/09/1975,13.83
30/09/1975,14.25
01/10/1975,14.48
02/10/1975,14.05
03/10/1975,14.11
06/10/1975,14.51
07/10/1975,14.18
08/10/1975,13.97
09/10/1975,13.8
10/10/1975,13.98
14/10/1975,13.83
15/10/1975,13.81
16/10/1975,14.34
17/10/1975,14.13
20/10/1975,13.9
21/10/1975,14.08
22/10/1975,14.06
23/10/1975,14.14
24/10/1975,15.14
27/10/1975,14.91
28/10/1975,14.56
29/10/1975,14.33
30/10/1975,14.25
31/10/1975,14.22
03/11/1975,14.41
05/11/1975,14.5
06/11/1975,14.92
07/11/1975,14.76
10/11/1975,14.08
12/11/1975,13.52
13/11/1975,13.59
14/11/1975,13.56
17/11/1975,13.08
18/11/1975,13.31
19/11/1975,13.25
20/11/1975,13.26
24/11/1975,13.2
25/11/1975,13.15
26/11/1975,13.13
28/11/1975,13
01/12/1975,12.63
02/12/1975,12.5
03/12/1975,12.4
04/12/1975,12.56
05/12/1975,12.48
08/12/1975,12.65
09/12/1975,12.56
10/12/1975,12.79
11/12/1975,13.17
12/12/1975,13.39
15/12/1975,13.87
16/12/1975,13.87
17/12/1975,13.58
18/12/1975,13.56
19/12/1975,13.95
22/12/1975,13.89
23/12/1975,13.4
24/12/1975,13.33
29/12/1975,14
30/12/1975,13.6
31/12/1975,14.22
05/01/1976,14.08
06/01/1976,14
07/01/1976,14.18
08/01/1976,14.35
09/01/1976,14.09
12/01/1976,14.16
13/01/1976,14.04
14/01/1976,14.24
15/01/1976,14.08
16/01/1976,14.28
19/01/1976,14.07
20/01/1976,13.62
21/01/1976,13.43
22/01/1976,13.39
23/01/1976,13.53
26/01/1976,13.57
27/01/1976,13.72
28/01/1976,13.89
29/01/1976,13.66
30/01/1976,13.35
02/02/1976,13.34
03/02/1976,13.23
04/02/1976,13.1
05/02/1976,13.38
06/02/1976,13.38
09/02/1976,13.7
10/02/1976,13.39
11/02/1976,13.43
13/02/1976,13.65
17/02/1976,13.54
18/02/1976,13.48
19/02/1976,13.43
20/02/1976,13.45
23/02/1976,13.66
24/02/1976,14.23
25/02/1976,13.9
26/02/1976,13.57
27/02/1976,13.57
01/03/1976,14.12
02/03/1976,13.93
03/03/1976,14.21
04/03/1976,14.78
05/03/1976,14.97
08/03/1976,15.19
09/03/1976,14.91
10/03/1976,14.84
11/03/1976,14.95
12/03/1976,15.03
15/03/1976,14.52
16/03/1976,14.81
17/03/1976,15.22
18/03/1976,15.15
19/03/1976,15.3
22/03/1976,15.04
23/03/1976,15.11
24/03/1976,14.79
25/03/1976,14.59
26/03/1976,14.73
29/03/1976,14.16
30/03/1976,14.03
31/03/1976,14.06
01/04/1976,14.05
02/04/1976,14.06
05/04/1976,14.28
06/04/1976,14.13
07/04/1976,14.12
08/04/1976,14.03
09/04/1976,13.92
12/04/1976,13.82
13/04/1976,13.93
14/04/1976,14
15/04/1976,14.25
19/04/1976,14.28
20/04/1976,14.06
21/04/1976,13.76
22/04/1976,13.87
23/04/1976,13.79
26/04/1976,13.99
27/04/1976,13.83
28/04/1976,13.8
29/04/1976,13.91
30/04/1976,14
03/05/1976,14.47
04/05/1976,14.45
05/05/1976,14.44
06/05/1976,14.74
07/05/1976,15.74
10/05/1976,15.21
11/05/1976,15.17
12/05/1976,14.92
13/05/1976,14.39
14/05/1976,14.4
17/05/1976,14.32
18/05/1976,14
19/05/1976,14.14
20/05/1976,14.39
21/05/1976,14.27
24/05/1976,14.16
25/05/1976,14.1
26/05/1976,14.07
27/05/1976,13.87
28/05/1976,13.74
01/06/1976,13.4
02/06/1976,12.9
03/06/1976,12.45
04/06/1976,12.39
07/06/1976,12.7
08/06/1976,12.65
09/06/1976,12.5
10/06/1976,12.64
11/06/1976,12.84
14/06/1976,13.51
15/06/1976,12.9
16/06/1976,13.03
17/06/1976,13.13
18/06/1976,13.22
21/06/1976,13.02
22/06/1976,12.72
23/06/1976,12.77
24/06/1976,12.9
25/06/1976,12.95
28/06/1976,13.46
29/06/1976,13.3
30/06/1976,13.25
01/07/1976,14.72
02/07/1976,14.55
06/07/1976,15.25
07/07/1976,14.25
08/07/1976,14.23
09/07/1976,14
12/07/1976,13.88
13/07/1976,13.67
14/07/1976,14
15/07/1976,13.15
16/07/1976,12.97
19/07/1976,12.79
20/07/1976,13.17
21/07/1976,12.96
22/07/1976,12.77
23/07/1976,12.74
26/07/1976,12.77
27/07/1976,12.51
28/07/1976,12.07
29/07/1976,12.07
30/07/1976,12.07
02/08/1976,11.78
03/08/1976,11.43
04/08/1976,11.91
05/08/1976,11.53
06/08/1976,11.12
09/08/1976,10.92
10/08/1976,10.93
11/08/1976,11.11
12/08/1976,11.3
13/08/1976,10.87
16/08/1976,11.17
17/08/1976,10.86
18/08/1976,10.3
19/08/1976,9.69
20/08/1976,9.78
23/08/1976,9.09
24/08/1976,8.77
25/08/1976,9.21
26/08/1976,9.24
27/08/1976,9.52
30/08/1976,9.42
31/08/1976,9.35
01/09/1976,9.28
02/09/1976,8.88
03/09/1976,8.59
07/09/1976,8.77
08/09/1976,8.58
09/09/1976,8.49
10/09/1976,8.65
13/09/1976,8.78
14/09/1976,8.59
15/09/1976,8.3
16/09/1976,7.98
17/09/1976,7.99
20/09/1976,8.38
21/09/1976,8.25
22/09/1976,7.64
23/09/1976,7.86
24/09/1976,8.12
27/09/1976,8.25
28/09/1976,9.25
29/09/1976,8.15
30/09/1976,8.22
01/10/1976,8.61
04/10/1976,8.62
05/10/1976,8.65
06/10/1976,8.71
07/10/1976,8.95
08/10/1976,9.11
12/10/1976,8.81
13/10/1976,8.53
14/10/1976,8.26
15/10/1976,8.31
18/10/1976,8.23
19/10/1976,7.8
20/10/1976,7.57
21/10/1976,7.58
22/10/1976,7.49
25/10/1976,7.6
26/10/1976,7.65
27/10/1976,7.77
28/10/1976,7.7
29/10/1976,7.59
01/11/1976,7.53
03/11/1976,7.4
04/11/1976,7.86
05/11/1976,7.67
08/11/1976,7.7
09/11/1976,7.98
10/11/1976,8.18
12/11/1976,7.95
15/11/1976,7.97
16/11/1976,8.31
17/11/1976,8.33
18/11/1976,8.35
19/11/1976,8.5
22/11/1976,8.58
23/11/1976,8.28
24/11/1976,8.09
26/11/1976,8.22
29/11/1976,8.23
30/11/1976,8.15
01/12/1976,7.95
02/12/1976,7.94
03/12/1976,7.95
06/12/1976,7.82
07/12/1976,7.62
08/12/1976,7.7
09/12/1976,7.3
10/12/1976,7.69
13/12/1976,7.5
14/12/1976,7.45
15/12/1976,7.5
16/12/1976,7.17
17/12/1976,7.45
20/12/1976,6.9
21/12/1976,7.15
22/12/1976,7.15
23/12/1976,7.18
27/12/1976,6.9
28/12/1976,7.23
29/12/1976,7.28
30/12/1976,7.45
03/01/1977,8.15
04/01/1977,7.73
05/01/1977,7.48
06/01/1977,7.57
07/01/1977,7.53
10/01/1977,8.11
11/01/1977,8.32
12/01/1977,8.42
13/01/1977,8.38
14/01/1977,8.95
17/01/1977,8.83
18/01/1977,8.8
19/01/1977,9.03
20/01/1977,9.17
21/01/1977,9.25
24/01/1977,8.76
25/01/1977,8.95
26/01/1977,9.03
27/01/1977,8.92
28/01/1977,8.82
31/01/1977,8.89
01/02/1977,8.87
02/02/1977,8.9
03/02/1977,8.77
04/02/1977,8.67
07/02/1977,8.62
08/02/1977,8.77
09/02/1977,8.72
10/02/1977,8.75
11/02/1977,8.75
14/02/1977,8.8
15/02/1977,8.79
16/02/1977,8.69
17/02/1977,8.56
18/02/1977,8.55
22/02/1977,8.26
23/02/1977,7.98
24/02/1977,8.25
25/02/1977,8.47
28/02/1977,8.3
01/03/1977,8.75
02/03/1977,8.72
03/03/1977,8.81
04/03/1977,8.82
07/03/1977,8.97
08/03/1977,8.82
09/03/1977,8.97
10/03/1977,9
11/03/1977,8.93
14/03/1977,9
15/03/1977,9.06
16/03/1977,9.09
17/03/1977,9.17
18/03/1977,9.23
21/03/1977,9.46
22/03/1977,9.45
23/03/1977,9.46
24/03/1977,9.28
25/03/1977,9.17
28/03/1977,9.13
29/03/1977,9.27
30/03/1977,9.37
31/03/1977,9.37
01/04/1977,9.43
04/04/1977,9.45
05/04/1977,9.6
06/04/1977,9.7
07/04/1977,9.68
11/04/1977,9.94
12/04/1977,9.9
13/04/1977,10.14
14/04/1977,9.91
15/04/1977,10.34
18/04/1977,10.7
19/04/1977,10.75
20/04/1977,10.71
21/04/1977,10.77
22/04/1977,10.84
25/04/1977,10.68
26/04/1977,10.23
27/04/1977,9.61
28/04/1977,9.78
29/04/1977,10.28
02/05/1977,9.82
03/05/1977,9.57
04/05/1977,9.52
05/05/1977,9.49
06/05/1977,9.25
09/05/1977,9.38
10/05/1977,9.28
11/05/1977,9.25
12/05/1977,9.51
13/05/1977,9.33
16/05/1977,9.09
17/05/1977,9.23
18/05/1977,9.15
19/05/1977,9.2
20/05/1977,9.15
23/05/1977,9.16
24/05/1977,9.08
25/05/1977,8.8
26/05/1977,8.91
27/05/1977,8.84
31/05/1977,8.63
01/06/1977,8.59
02/06/1977,8.65
03/06/1977,8.74
06/06/1977,8.72
07/06/1977,8.67
08/06/1977,8.56
09/06/1977,8.32
10/06/1977,8.09
13/06/1977,7.75
14/06/1977,7.93
15/06/1977,7.93
16/06/1977,8
17/06/1977,8.25
20/06/1977,8.26
21/06/1977,8.14
22/06/1977,7.84
23/06/1977,7.63
24/06/1977,7.78
27/06/1977,7.64
28/06/1977,7.6
29/06/1977,7.69
30/06/1977,7.75
01/07/1977,8.05
05/07/1977,7.6
06/07/1977,7.54
07/07/1977,7.58
08/07/1977,7.61
11/07/1977,7.4
12/07/1977,7.12
13/07/1977,7.34
15/07/1977,7.54
18/07/1977,7.49
19/07/1977,7.49
20/07/1977,7.54
21/07/1977,7.69
22/07/1977,7.84
25/07/1977,7.73
26/07/1977,7.8
27/07/1977,7.76
28/07/1977,7.8
29/07/1977,7.98
01/08/1977,8.04
02/08/1977,7.85
03/08/1977,7.65
04/08/1977,7.68
05/08/1977,7.71
08/08/1977,7.82
09/08/1977,7.86
10/08/1977,7.85
11/08/1977,7.84
12/08/1977,7.8
15/08/1977,7.61
16/08/1977,7.55
17/08/1977,7.54
18/08/1977,7.65
19/08/1977,7.78
22/08/1977,7.77
23/08/1977,7.76
24/08/1977,7.6
25/08/1977,7.57
26/08/1977,7.53
29/08/1977,7.31
30/08/1977,7.39
31/08/1977,7.56
01/09/1977,7.8
02/09/1977,7.78
06/09/1977,7.74
07/09/1977,7.73
08/09/1977,7.5
09/09/1977,7.22
12/09/1977,7.35
13/09/1977,7.52
14/09/1977,7.68
15/09/1977,7.71
16/09/1977,7.73
19/09/1977,7.56
20/09/1977,7.19
21/09/1977,7.3
22/09/1977,7.19
23/09/1977,6.82
26/09/1977,6.96
27/09/1977,6.9
28/09/1977,6.86
29/09/1977,7.13
30/09/1977,6.75
03/10/1977,8.31
04/10/1977,8.08
05/10/1977,8.48
06/10/1977,8.32
07/10/1977,8.09
11/10/1977,8.12
12/10/1977,8.2
13/10/1977,8.15
14/10/1977,7.92
17/10/1977,7.81
18/10/1977,7.85
19/10/1977,7.7
20/10/1977,7.85
21/10/1977,7.88
24/10/1977,8.05
25/10/1977,8.12
26/10/1977,8.12
27/10/1977,8.25
28/10/1977,8.14
31/10/1977,8.12
01/11/1977,8.11
02/11/1977,8.05
03/11/1977,7.96
04/11/1977,7.9
07/11/1977,7.9
09/11/1977,7.95
10/11/1977,8.11
14/11/1977,8.6
15/11/1977,8.45
16/11/1977,8.49
17/11/1977,8.35
18/11/1977,8.38
21/11/1977,8.28
22/11/1977,8.38
23/11/1977,8.6
25/11/1977,8.53
28/11/1977,8.45
29/11/1977,8.4
30/11/1977,8.5
01/12/1977,8.63
02/12/1977,8.6
05/12/1977,8.6
06/12/1977,8.64
07/12/1977,8.7
08/12/1977,8.86
09/12/1977,8.71
12/12/1977,8.88
13/12/1977,8.73
14/12/1977,8.85
15/12/1977,8.85
16/12/1977,8.7
19/12/1977,8.63
20/12/1977,8.71
21/12/1977,8.33
22/12/1977,8.25
23/12/1977,8.35
27/12/1977,8.13
28/12/1977,8.2
29/12/1977,9.07
30/12/1977,8.8
03/01/1978,9.39
04/01/1978,9.11
05/01/1978,9.15
06/01/1978,9.18
09/01/1978,9.19
10/01/1978,9.29
11/01/1978,9.37
12/01/1978,9.34
13/01/1978,9.35
16/01/1978,9.32
17/01/1978,9.47
18/01/1978,9.49
19/01/1978,9.43
23/01/1978,9.58
24/01/1978,9.51
25/01/1978,9.4
26/01/1978,9.47
27/01/1978,9.39
30/01/1978,9.49
31/01/1978,9.41
01/02/1978,9.4
02/02/1978,9.22
03/02/1978,9.24
06/02/1978,9.17
08/02/1978,8.92
09/02/1978,9.02
10/02/1978,8.97
14/02/1978,8.84
15/02/1978,8.79
16/02/1978,8.6
17/02/1978,8.69
21/02/1978,8.76
22/02/1978,8.54
23/02/1978,8.61
24/02/1978,8.59
27/02/1978,8.53
28/02/1978,8.4
01/03/1978,8.82
02/03/1978,8.79
03/03/1978,8.66
06/03/1978,8.48
