data,acucar_blr
23/02/2021,106.63
24/02/2021,107.3
25/02/2021,106.65
26/02/2021,106.19
01/03/2021,106.55
02/03/2021,106.61
03/03/2021,106.78
04/03/2021,104.41
05/03/2021,104.11
08/03/2021,105.1
09/03/2021,106.33
10/03/2021,103.51
11/03/2021,105.78
12/03/2021,104.16
15/03/2021,102.67
16/03/2021,103.09
17/03/2021,106.04
18/03/2021,104.31
19/03/2021,103.23
22/03/2021,103.63
23/03/2021,105.13
24/03/2021,105.9
25/03/2021,102.76
26/03/2021,105.12
29/03/2021,104.15
30/03/2021,103.32
31/03/2021,101
01/04/2021,102.31
05/04/2021,102.6
06/04/2021,102.86
07/04/2021,101.36
08/04/2021,103.55
09/04/2021,104.51
12/04/2021,102.73
13/04/2021,104.31
14/04/2021,105.44
15/04/2021,104.94
16/04/2021,105.83
19/04/2021,106.97
20/04/2021,107.3
22/04/2021,107.29
23/04/2021,108.27
26/04/2021,110.29
27/04/2021,110.16
28/04/2021,109.1
29/04/2021,109.24
30/04/2021,109.91
03/05/2021,112.13
04/05/2021,111.39
05/05/2021,111.79
06/05/2021,111.13
07/05/2021,110.27
10/05/2021,112.28
11/05/2021,112.04
12/05/2021,113.47
13/05/2021,112.77
14/05/2021,110.79
17/05/2021,110.31
18/05/2021,111.65
19/05/2021,111.33
20/05/2021,112.89
21/05/2021,113.6
24/05/2021,113.81
25/05/2021,114.46
26/05/2021,112.77
27/05/2021,114.27
28/05/2021,113.73
31/05/2021,114
01/06/2021,113.33
02/06/2021,113.72
04/06/2021,113.85
07/06/2021,113.56
08/06/2021,113.93
09/06/2021,115.08
10/06/2021,114.99
11/06/2021,112.99
14/06/2021,113.78
15/06/2021,113.93
16/06/2021,114.68
17/06/2021,114.49
18/06/2021,112.23
21/06/2021,112.07
22/06/2021,113.67
23/06/2021,113.73
24/06/2021,115.13
25/06/2021,113.48
28/06/2021,115.38
29/06/2021,112.8
30/06/2021,111
01/07/2021,112.53
02/07/2021,111.89
05/07/2021,112.63
06/07/2021,113.04
07/07/2021,112.9
08/07/2021,113.02
12/07/2021,113.4
13/07/2021,112.63
14/07/2021,112.9
15/07/2021,112.93
16/07/2021,112.66
19/07/2021,112.16
20/07/2021,113.36
21/07/2021,114.16
22/07/2021,114.49
23/07/2021,113.97
26/07/2021,114.71
27/07/2021,115.45
28/07/2021,114.91
29/07/2021,115.82
30/07/2021,114.59
02/08/2021,114.03
03/08/2021,117.09
04/08/2021,116.54
05/08/2021,116.43
06/08/2021,116.12
09/08/2021,113.99
10/08/2021,117.74
11/08/2021,118.86
12/08/2021,122.12
13/08/2021,121.49
16/08/2021,125.55
17/08/2021,127.49
18/08/2021,127.8
19/08/2021,130.56
20/08/2021,130.04
23/08/2021,130.04
24/08/2021,130.17
25/08/2021,130.17
26/08/2021,132.88
27/08/2021,131.05
30/08/2021,130.92
31/08/2021,132.26
01/09/2021,132.31
02/09/2021,133.49
03/09/2021,133.75
06/09/2021,135.9
08/09/2021,137.69
09/09/2021,135.02
10/09/2021,134.55
13/09/2021,138.15
14/09/2021,138.59
15/09/2021,136.19
16/09/2021,137.12
17/09/2021,134.04
20/09/2021,136.77
21/09/2021,137.39
22/09/2021,138.73
23/09/2021,142.39
24/09/2021,136.48
27/09/2021,132.22
28/09/2021,137.93
29/09/2021,139.41
30/09/2021,137.27
01/10/2021,138.42
04/10/2021,137.47
05/10/2021,136.88
06/10/2021,138.77
07/10/2021,138.4
08/10/2021,140.39
11/10/2021,139.86
13/10/2021,141.31
14/10/2021,143.06
15/10/2021,144.42
18/10/2021,144.66
19/10/2021,141.75
20/10/2021,141.34
21/10/2021,142.54
22/10/2021,142.13
25/10/2021,143.1
26/10/2021,138.02
27/10/2021,139.46
28/10/2021,142.7
29/10/2021,143.69
01/11/2021,145.78
03/11/2021,144.58
04/11/2021,145.89
05/11/2021,149.05
08/11/2021,147.94
09/11/2021,146.94
10/11/2021,146.26
11/11/2021,146.51
12/11/2021,149.59
16/11/2021,147.94
17/11/2021,148
18/11/2021,150.36
19/11/2021,150.69
22/11/2021,148.15
23/11/2021,147.34
24/11/2021,147.2
25/11/2021,147.36
26/11/2021,147.48
29/11/2021,146.81
30/11/2021,147.94
01/12/2021,148.18
02/12/2021,150.9
03/12/2021,149.73
06/12/2021,149.69
07/12/2021,149.78
08/12/2021,150.04
09/12/2021,147.1
10/12/2021,149.13
13/12/2021,149.22
14/12/2021,146.48
15/12/2021,147.14
16/12/2021,149.09
17/12/2021,148.94
20/12/2021,147.01
21/12/2021,149.81
22/12/2021,149.36
23/12/2021,151.24
27/12/2021,151.24
28/12/2021,148.44
29/12/2021,148.72
30/12/2021,148.72
03/01/2022,148.86
04/01/2022,145.75
05/01/2022,148.11
06/01/2022,147.59
07/01/2022,147.67
10/01/2022,146.15
11/01/2022,145.91
12/01/2022,145.66
13/01/2022,146.66
14/01/2022,147.17
17/01/2022,146.7
18/01/2022,145.69
19/01/2022,146.07
20/01/2022,148
21/01/2022,146.55
24/01/2022,146.98
25/01/2022,145.3
26/01/2022,144.82
27/01/2022,144.65
28/01/2022,145.3
31/01/2022,143.14
01/02/2022,143.35
02/02/2022,142.38
03/02/2022,144.24
04/02/2022,142.22
07/02/2022,141.8
08/02/2022,141.96
09/02/2022,142.91
10/02/2022,142.58
11/02/2022,144.57
14/02/2022,143.98
15/02/2022,143.38
16/02/2022,137.86
17/02/2022,142.82
18/02/2022,139.71
21/02/2022,140.12
22/02/2022,140.3
23/02/2022,139.33
24/02/2022,136.4
25/02/2022,134.62
02/03/2022,132.16
03/03/2022,132.16
04/03/2022,134.23
07/03/2022,131.42
08/03/2022,130.68
09/03/2022,134.03
10/03/2022,133.65
11/03/2022,132.79
14/03/2022,132.32
15/03/2022,133.03
16/03/2022,136.44
17/03/2022,134.37
18/03/2022,132.07
21/03/2022,135.28
22/03/2022,134.38
23/03/2022,135.13
24/03/2022,137.09
25/03/2022,136.9
28/03/2022,136.9
29/03/2022,134.05
30/03/2022,134.05
31/03/2022,133.16
01/04/2022,127.54
04/04/2022,127.54
05/04/2022,124.52
06/04/2022,129.17
07/04/2022,127.02
08/04/2022,127.02
11/04/2022,128.16
12/04/2022,128.41
13/04/2022,128.41
14/04/2022,128.41
18/04/2022,128.41
19/04/2022,126.45
20/04/2022,121.53
22/04/2022,121.53
25/04/2022,121.53
26/04/2022,122.09
27/04/2022,124.88
28/04/2022,124.36
29/04/2022,123.68
02/05/2022,123.16
03/05/2022,122.57
04/05/2022,123.92
05/05/2022,123.19
06/05/2022,126.13
09/05/2022,126.13
10/05/2022,122.18
11/05/2022,130.12
12/05/2022,125.11
13/05/2022,124.46
16/05/2022,124.71
17/05/2022,125.35
18/05/2022,125.45
19/05/2022,124.39
20/05/2022,121.71
23/05/2022,120.11
24/05/2022,127.72
25/05/2022,122.22
26/05/2022,122.5
27/05/2022,128.6
30/05/2022,122.4
31/05/2022,128.98
01/06/2022,123.79
02/06/2022,122.68
03/06/2022,127.84
06/06/2022,124.18
07/06/2022,120.61
08/06/2022,122.75
09/06/2022,126.33
10/06/2022,124.05
13/06/2022,123.12
14/06/2022,123.32
15/06/2022,123.03
17/06/2022,123.51
20/06/2022,123.31
21/06/2022,124.08
22/06/2022,122.31
23/06/2022,125.84
24/06/2022,125.84
27/06/2022,124.26
28/06/2022,124.05
29/06/2022,125.25
30/06/2022,124.26
01/07/2022,123.69
05/07/2022,123.18
06/07/2022,124.49
07/07/2022,125.58
08/07/2022,126.27
11/07/2022,127.01
12/07/2022,125.03
13/07/2022,126.21
14/07/2022,128.1
15/07/2022,127.9
18/07/2022,132.13
19/07/2022,129.85
20/07/2022,130.3
22/07/2022,128.14
25/07/2022,127.4
26/07/2022,129.46
27/07/2022,127.12
29/07/2022,125.51
01/08/2022,123.35
02/08/2022,124.96
03/08/2022,125.38
04/08/2022,122.64
05/08/2022,126.5
