data,etanol_blr
30/05/2016,1424.5
31/05/2016,1459
01/06/2016,1472.5
02/06/2016,1473.5
03/06/2016,1476.5
06/06/2016,1495.5
07/06/2016,1505
08/06/2016,1485.5
09/06/2016,1469.5
10/06/2016,1456
13/06/2016,1437.5
14/06/2016,1425.5
15/06/2016,1408
16/06/2016,1401.5
17/06/2016,1393.5
20/06/2016,1402.5
21/06/2016,1400
22/06/2016,1389
23/06/2016,1389.5
24/06/2016,1385.5
27/06/2016,1388.5
28/06/2016,1377.5
29/06/2016,1383
30/06/2016,1380.5
01/07/2016,1378
04/07/2016,1375.5
05/07/2016,1377
06/07/2016,1369
07/07/2016,1380.5
08/07/2016,1383.5
11/07/2016,1379
12/07/2016,1378.5
13/07/2016,1393
14/07/2016,1413
15/07/2016,1436.5
18/07/2016,1463.5
19/07/2016,1475
20/07/2016,1476.5
21/07/2016,1484.5
22/07/2016,1490.5
25/07/2016,1489.5
26/07/2016,1484
27/07/2016,1505
28/07/2016,1499
29/07/2016,1500
01/08/2016,1508
02/08/2016,1502.5
03/08/2016,1513
04/08/2016,1512.5
05/08/2016,1510
08/08/2016,1516.5
09/08/2016,1516
10/08/2016,1516.5
11/08/2016,1510.5
12/08/2016,1496.5
15/08/2016,1504
16/08/2016,1503
17/08/2016,1499.5
18/08/2016,1495
19/08/2016,1498.5
22/08/2016,1494
23/08/2016,1504
24/08/2016,1485
25/08/2016,1488.5
26/08/2016,1482.5
29/08/2016,1482.5
30/08/2016,1491
31/08/2016,1509
01/09/2016,1512
02/09/2016,1518.5
05/09/2016,1536.5
06/09/2016,1547
08/09/2016,1538
09/09/2016,1543.5
12/09/2016,1537.5
13/09/2016,1547
14/09/2016,1560.5
15/09/2016,1582
16/09/2016,1594
19/09/2016,1611.5
20/09/2016,1640
21/09/2016,1637
22/09/2016,1647.5
23/09/2016,1648.5
26/09/2016,1653.5
27/09/2016,1667
28/09/2016,1667
29/09/2016,1671
30/09/2016,1670
03/10/2016,1680
04/10/2016,1690.5
05/10/2016,1694
06/10/2016,1725
07/10/2016,1750
10/10/2016,1782
11/10/2016,1797
13/10/2016,1862
14/10/2016,1865.5
17/10/2016,1864.5
18/10/2016,1862.5
19/10/2016,1847
20/10/2016,1843.5
21/10/2016,1844
24/10/2016,1848.5
25/10/2016,1841
26/10/2016,1833
27/10/2016,1838.5
28/10/2016,1839
31/10/2016,1829.5
01/11/2016,1833
03/11/2016,1829.5
04/11/2016,1834.5
07/11/2016,1832.5
08/11/2016,1829.5
09/11/2016,1828
10/11/2016,1818
11/11/2016,1818
14/11/2016,1826.5
16/11/2016,1810
17/11/2016,1811
18/11/2016,1803
21/11/2016,1799
22/11/2016,1796.5
23/11/2016,1789.5
24/11/2016,1789.5
25/11/2016,1785
28/11/2016,1779
29/11/2016,1777
30/11/2016,1772
01/12/2016,1774.5
02/12/2016,1779
05/12/2016,1777
06/12/2016,1829.5
07/12/2016,1841.5
08/12/2016,1833.5
09/12/2016,1840.5
12/12/2016,1832
13/12/2016,1841
14/12/2016,1823
15/12/2016,1813
16/12/2016,1812.5
19/12/2016,1812
20/12/2016,1797.5
21/12/2016,1805
22/12/2016,1807
23/12/2016,1804.5
26/12/2016,1808
27/12/2016,1804.5
28/12/2016,1806.5
29/12/2016,1813
02/01/2017,1924.5
03/01/2017,1917
04/01/2017,1918.5
05/01/2017,1913
06/01/2017,1909
09/01/2017,1914
10/01/2017,1909
11/01/2017,1911.5
12/01/2017,1908.5
13/01/2017,1897
16/01/2017,1892
17/01/2017,1869.5
18/01/2017,1867.5
19/01/2017,1872
20/01/2017,1864
23/01/2017,1854.5
24/01/2017,1840.5
26/01/2017,1827
27/01/2017,1825
30/01/2017,1811.5
31/01/2017,1806
01/02/2017,1805
02/02/2017,1802
03/02/2017,1803
06/02/2017,1800
07/02/2017,1776.5
08/02/2017,1779
09/02/2017,1769.5
10/02/2017,1767.5
13/02/2017,1765
14/02/2017,1740.5
15/02/2017,1731.5
16/02/2017,1717
17/02/2017,1688
20/02/2017,1679.5
21/02/2017,1672.5
22/02/2017,1667.5
23/02/2017,1668.5
24/02/2017,1658
01/03/2017,1644
02/03/2017,1619.5
03/03/2017,1607
06/03/2017,1576
07/03/2017,1560.5
08/03/2017,1557
09/03/2017,1557
10/03/2017,1560
13/03/2017,1578
14/03/2017,1584
15/03/2017,1584.5
16/03/2017,1582.5
17/03/2017,1591.5
20/03/2017,1602.5
21/03/2017,1610
22/03/2017,1602
23/03/2017,1586
24/03/2017,1586
27/03/2017,1579.5
28/03/2017,1569
29/03/2017,1540
30/03/2017,1519
31/03/2017,1512
03/04/2017,1500.5
04/04/2017,1504
05/04/2017,1493.5
06/04/2017,1499
07/04/2017,1501
10/04/2017,1510
11/04/2017,1515.5
12/04/2017,1535.5
13/04/2017,1553
17/04/2017,1568.5
18/04/2017,1567.5
19/04/2017,1565.5
20/04/2017,1540
24/04/2017,1563.5
25/04/2017,1552
26/04/2017,1554
27/04/2017,1557
28/04/2017,1553.5
02/05/2017,1547.5
03/05/2017,1531.5
04/05/2017,1516
05/05/2017,1514.5
08/05/2017,1505.5
09/05/2017,1494
10/05/2017,1473.5
11/05/2017,1462
12/05/2017,1460.5
15/05/2017,1452.5
16/05/2017,1447
17/05/2017,1449
18/05/2017,1452.5
19/05/2017,1453.5
22/05/2017,1468.5
23/05/2017,1473
24/05/2017,1471.5
25/05/2017,1467.5
26/05/2017,1458.5
29/05/2017,1436
30/05/2017,1426.5
31/05/2017,1417
01/06/2017,1396.5
02/06/2017,1402
05/06/2017,1394.5
06/06/2017,1402
07/06/2017,1400
08/06/2017,1397.5
09/06/2017,1404.5
12/06/2017,1404.5
13/06/2017,1409.5
14/06/2017,1412
16/06/2017,1402
19/06/2017,1392
20/06/2017,1378
21/06/2017,1368.5
22/06/2017,1362.5
23/06/2017,1360
26/06/2017,1347
27/06/2017,1344.5
28/06/2017,1343
29/06/2017,1344.5
30/06/2017,1341
03/07/2017,1323
04/07/2017,1320.5
05/07/2017,1320.5
06/07/2017,1322
07/07/2017,1329.5
10/07/2017,1332
11/07/2017,1331
12/07/2017,1331.5
13/07/2017,1335.5
14/07/2017,1335
17/07/2017,1337
18/07/2017,1338
19/07/2017,1341.5
20/07/2017,1357.5
21/07/2017,1426.5
24/07/2017,1429
25/07/2017,1427
26/07/2017,1426
27/07/2017,1423
28/07/2017,1431
31/07/2017,1431.5
01/08/2017,1432.5
02/08/2017,1438.5
03/08/2017,1443.5
04/08/2017,1450.5
07/08/2017,1460
08/08/2017,1477.5
09/08/2017,1488.5
10/08/2017,1494
11/08/2017,1493
14/08/2017,1497
15/08/2017,1494.5
16/08/2017,1488
17/08/2017,1484.5
18/08/2017,1475
21/08/2017,1472.5
22/08/2017,1472
23/08/2017,1464
24/08/2017,1451.5
25/08/2017,1453.5
28/08/2017,1449
29/08/2017,1458.5
30/08/2017,1459.5
31/08/2017,1475.5
01/09/2017,1499
04/09/2017,1509
05/09/2017,1520
06/09/2017,1513
08/09/2017,1507
11/09/2017,1508
12/09/2017,1490.5
13/09/2017,1492.5
14/09/2017,1490.5
15/09/2017,1498
18/09/2017,1496
19/09/2017,1500.5
20/09/2017,1503.5
21/09/2017,1509
22/09/2017,1511.5
25/09/2017,1509.5
26/09/2017,1519
27/09/2017,1523.5
28/09/2017,1533.5
29/09/2017,1540.5
02/10/2017,1562.5
03/10/2017,1563
04/10/2017,1562
05/10/2017,1564.5
06/10/2017,1570.5
09/10/2017,1576
10/10/2017,1580
11/10/2017,1593
13/10/2017,1587
16/10/2017,1590
17/10/2017,1593.5
18/10/2017,1606
19/10/2017,1613
20/10/2017,1621
23/10/2017,1636.5
24/10/2017,1637
25/10/2017,1641.5
26/10/2017,1644.5
27/10/2017,1650.5
30/10/2017,1652
31/10/2017,1656.5
01/11/2017,1660
03/11/2017,1650.5
06/11/2017,1674.5
07/11/2017,1682
08/11/2017,1682.5
09/11/2017,1709
10/11/2017,1717.5
13/11/2017,1745
14/11/2017,1748
16/11/2017,1749
17/11/2017,1737.5
21/11/2017,1747.5
22/11/2017,1745
23/11/2017,1744.5
24/11/2017,1755
27/11/2017,1758
28/11/2017,1769
29/11/2017,1766.5
30/11/2017,1771.5
01/12/2017,1777
04/12/2017,1786.5
05/12/2017,1797
06/12/2017,1809
07/12/2017,1816
08/12/2017,1816.5
11/12/2017,1812.5
12/12/2017,1807
13/12/2017,1813.5
14/12/2017,1811.5
15/12/2017,1813.5
18/12/2017,1812
19/12/2017,1813
20/12/2017,1813.5
21/12/2017,1814
22/12/2017,1814
26/12/2017,1827
27/12/2017,1830
28/12/2017,1840
02/01/2018,1854.5
03/01/2018,1882.5
04/01/2018,1892.5
05/01/2018,1904.5
08/01/2018,1910.5
09/01/2018,1919
10/01/2018,1913
11/01/2018,1924
12/01/2018,1915.5
15/01/2018,1918.5
16/01/2018,1917.5
17/01/2018,1921
18/01/2018,1913
19/01/2018,1915.5
22/01/2018,1910
23/01/2018,1905
24/01/2018,1902
26/01/2018,1898
29/01/2018,1898.5
30/01/2018,1905.5
31/01/2018,1906.5
01/02/2018,1895.5
02/02/2018,1894
05/02/2018,1888.5
06/02/2018,1894.5
07/02/2018,1899.5
08/02/2018,1901.5
09/02/2018,1899.5
14/02/2018,1915
15/02/2018,1918
16/02/2018,1927
19/02/2018,1922
20/02/2018,1933
21/02/2018,1934.5
22/02/2018,1930
23/02/2018,1931
26/02/2018,1937.5
27/02/2018,1947
28/02/2018,1955
01/03/2018,1940
02/03/2018,1932.5
05/03/2018,1942.5
06/03/2018,1940
07/03/2018,1937
08/03/2018,1931.5
09/03/2018,1938
12/03/2018,1975
13/03/2018,1969
14/03/2018,1960.5
15/03/2018,1963
16/03/2018,1965.5
19/03/2018,1965
20/03/2018,1962.5
21/03/2018,1936.5
22/03/2018,1924
23/03/2018,1909
26/03/2018,1891.5
27/03/2018,1888
28/03/2018,1858
29/03/2018,1851.5
02/04/2018,1810
03/04/2018,1781.5
04/04/2018,1732.5
05/04/2018,1694.5
06/04/2018,1623.5
09/04/2018,1621
10/04/2018,1610.5
11/04/2018,1590.5
12/04/2018,1582
13/04/2018,1581.5
16/04/2018,1578.5
17/04/2018,1566
18/04/2018,1554.5
19/04/2018,1550.5
20/04/2018,1542.5
23/04/2018,1530.5
24/04/2018,1527.5
25/04/2018,1524.5
26/04/2018,1513
27/04/2018,1517
30/04/2018,1522.5
02/05/2018,1510
03/05/2018,1506.5
04/05/2018,1514
07/05/2018,1538.5
08/05/2018,1549
09/05/2018,1562.5
10/05/2018,1584
11/05/2018,1628
14/05/2018,1661.5
15/05/2018,1684
16/05/2018,1694.5
17/05/2018,1702.5
18/05/2018,1702
21/05/2018,1705
22/05/2018,1709
23/05/2018,1710
24/05/2018,1710
25/05/2018,1710.5
28/05/2018,1736.5
29/05/2018,1750.5
30/05/2018,1759.5
01/06/2018,1761
04/06/2018,1764.5
05/06/2018,1767.5
06/06/2018,1757
07/06/2018,1759
08/06/2018,1765.5
11/06/2018,1751.5
12/06/2018,1741
13/06/2018,1714.5
14/06/2018,1711.5
15/06/2018,1692.5
18/06/2018,1688
19/06/2018,1667
20/06/2018,1642.5
21/06/2018,1624
22/06/2018,1612.5
25/06/2018,1607
26/06/2018,1584
27/06/2018,1574.5
28/06/2018,1556.5
29/06/2018,1552.5
02/07/2018,1549
03/07/2018,1547
04/07/2018,1537
05/07/2018,1541.5
06/07/2018,1538
10/07/2018,1542
11/07/2018,1536.5
12/07/2018,1532.5
13/07/2018,1535
16/07/2018,1531.5
17/07/2018,1533.5
18/07/2018,1524.5
19/07/2018,1523.5
20/07/2018,1524.5
23/07/2018,1526.5
24/07/2018,1521
25/07/2018,1511
26/07/2018,1494.5
27/07/2018,1497
30/07/2018,1485
31/07/2018,1469
01/08/2018,1462
02/08/2018,1452
03/08/2018,1447
06/08/2018,1454.5
07/08/2018,1446.5
08/08/2018,1467
09/08/2018,1464
10/08/2018,1464.5
13/08/2018,1462.5
14/08/2018,1456
15/08/2018,1452
16/08/2018,1456
17/08/2018,1466
20/08/2018,1467.5
21/08/2018,1490
22/08/2018,1535
23/08/2018,1562
24/08/2018,1575
27/08/2018,1625
28/08/2018,1639.5
29/08/2018,1662.5
30/08/2018,1665.5
31/08/2018,1678
03/09/2018,1722
04/09/2018,1737.5
05/09/2018,1768
06/09/2018,1763
10/09/2018,1749
11/09/2018,1734.5
12/09/2018,1724.5
13/09/2018,1714
14/09/2018,1718
17/09/2018,1730
18/09/2018,1734.5
19/09/2018,1744.5
20/09/2018,1749
21/09/2018,1760
24/09/2018,1754
25/09/2018,1768.5
26/09/2018,1773.5
27/09/2018,1783
28/09/2018,1798.5
01/10/2018,1823.5
02/10/2018,1848
03/10/2018,1866
04/10/2018,1866.5
05/10/2018,1870.5
08/10/2018,1891.5
09/10/2018,1893.5
10/10/2018,1900.5
11/10/2018,1895.5
15/10/2018,1890.5
16/10/2018,1885
17/10/2018,1867
18/10/2018,1861.5
19/10/2018,1851
22/10/2018,1856
23/10/2018,1845.5
24/10/2018,1839
25/10/2018,1835.5
26/10/2018,1822
29/10/2018,1821
30/10/2018,1815.5
31/10/2018,1808.5
01/11/2018,1801.5
05/11/2018,1780
06/11/2018,1749.5
07/11/2018,1741.5
08/11/2018,1726
09/11/2018,1719
12/11/2018,1712.5
13/11/2018,1710.5
14/11/2018,1707
16/11/2018,1703.5
19/11/2018,1701
21/11/2018,1700
22/11/2018,1702
23/11/2018,1700.5
26/11/2018,1695
27/11/2018,1694.5
28/11/2018,1691
29/11/2018,1692
30/11/2018,1695
03/12/2018,1730.5
04/12/2018,1748.5
05/12/2018,1753
06/12/2018,1749.5
07/12/2018,1746.5
10/12/2018,1746.5
11/12/2018,1745
12/12/2018,1742
13/12/2018,1740
14/12/2018,1739
17/12/2018,1743
18/12/2018,1731.5
19/12/2018,1729.5
20/12/2018,1731
21/12/2018,1729
26/12/2018,1729
27/12/2018,1733.5
28/12/2018,1732
02/01/2019,1734.5
03/01/2019,1732.5
04/01/2019,1722
07/01/2019,1723.5
08/01/2019,1711
09/01/2019,1699.5
10/01/2019,1690.5
11/01/2019,1687
14/01/2019,1684.5
15/01/2019,1673
16/01/2019,1672.5
17/01/2019,1668
18/01/2019,1666
21/01/2019,1655.5
22/01/2019,1643
23/01/2019,1628.5
24/01/2019,1618.5
28/01/2019,1617
29/01/2019,1596.5
30/01/2019,1585.5
31/01/2019,1581.5
01/02/2019,1596.5
04/02/2019,1600
05/02/2019,1609
06/02/2019,1626.5
07/02/2019,1688
08/02/2019,1694
11/02/2019,1739
12/02/2019,1747.5
13/02/2019,1754
14/02/2019,1768.5
15/02/2019,1776
18/02/2019,1807.5
19/02/2019,1831.5
20/02/2019,1870.5
21/02/2019,1911
22/02/2019,1928
25/02/2019,1945
26/02/2019,1934.5
27/02/2019,1917
28/02/2019,1926
01/03/2019,1919
06/03/2019,1919.5
07/03/2019,1923
08/03/2019,1928
11/03/2019,1924
12/03/2019,1916.5
13/03/2019,1916
14/03/2019,1902.5
15/03/2019,1884.5
18/03/2019,1865
19/03/2019,1866
20/03/2019,1837.5
21/03/2019,1820
22/03/2019,1792.5
25/03/2019,1734.5
26/03/2019,1716.5
27/03/2019,1696
28/03/2019,1683
29/03/2019,1684.5
01/04/2019,1687
02/04/2019,1682
03/04/2019,1683
04/04/2019,1718.5
05/04/2019,1814.5
08/04/2019,1921.5
09/04/2019,1974.5
10/04/2019,1976.5
11/04/2019,1974.5
12/04/2019,1965.5
15/04/2019,1988
16/04/2019,2025
17/04/2019,2090
18/04/2019,2105.5
22/04/2019,2067.5
23/04/2019,2028
24/04/2019,1928
25/04/2019,1830.5
26/04/2019,1791
29/04/2019,1755
30/04/2019,1749
02/05/2019,1723
03/05/2019,1694
06/05/2019,1685.5
07/05/2019,1672
08/05/2019,1669.5
09/05/2019,1667.5
10/05/2019,1674.5
13/05/2019,1705.5
14/05/2019,1753.5
15/05/2019,1780
16/05/2019,1785
17/05/2019,1778.5
20/05/2019,1756
21/05/2019,1746.5
22/05/2019,1725
23/05/2019,1695
24/05/2019,1687.5
27/05/2019,1670
28/05/2019,1668.5
29/05/2019,1680.5
30/05/2019,1717.5
31/05/2019,1744
03/06/2019,1752.5
04/06/2019,1736.5
05/06/2019,1726
06/06/2019,1703.5
07/06/2019,1680
10/06/2019,1668.5
11/06/2019,1662.5
12/06/2019,1679.5
13/06/2019,1687
14/06/2019,1704.5
17/06/2019,1695
18/06/2019,1694.5
19/06/2019,1678.5
21/06/2019,1671
24/06/2019,1665
25/06/2019,1663
26/06/2019,1663
27/06/2019,1679
28/06/2019,1680.5
01/07/2019,1690.5
02/07/2019,1704
03/07/2019,1706
04/07/2019,1720.5
05/07/2019,1724.5
08/07/2019,1728.5
10/07/2019,1718
11/07/2019,1702.5
12/07/2019,1707
15/07/2019,1713.5
16/07/2019,1718.5
17/07/2019,1736
18/07/2019,1750.5
19/07/2019,1761
22/07/2019,1762.5
23/07/2019,1771.5
24/07/2019,1787.5
25/07/2019,1804.5
26/07/2019,1792
29/07/2019,1789.5
30/07/2019,1790
31/07/2019,1777.5
01/08/2019,1793.5
02/08/2019,1790.5
05/08/2019,1792.5
06/08/2019,1796.5
07/08/2019,1803
08/08/2019,1811.5
09/08/2019,1814.5
12/08/2019,1820.5
13/08/2019,1819.5
14/08/2019,1814
15/08/2019,1806
16/08/2019,1810
19/08/2019,1805.5
20/08/2019,1791.5
21/08/2019,1792
22/08/2019,1788
23/08/2019,1777
26/08/2019,1772
27/08/2019,1756
28/08/2019,1750
29/08/2019,1737
30/08/2019,1741.5
02/09/2019,1751.5
03/09/2019,1765.5
04/09/2019,1774.5
05/09/2019,1779.5
06/09/2019,1774
09/09/2019,1779
10/09/2019,1771.5
11/09/2019,1752.5
12/09/2019,1751.5
13/09/2019,1751.5
16/09/2019,1783.5
17/09/2019,1808.5
18/09/2019,1805
19/09/2019,1801.5
20/09/2019,1801
23/09/2019,1806.5
24/09/2019,1805
25/09/2019,1812
26/09/2019,1814
27/09/2019,1811
30/09/2019,1815.5
01/10/2019,1818.5
02/10/2019,1835.5
03/10/2019,1839.5
04/10/2019,1839.5
07/10/2019,1854.5
08/10/2019,1866.5
09/10/2019,1867.5
10/10/2019,1869
11/10/2019,1868
14/10/2019,1869
15/10/2019,1872.5
16/10/2019,1867
17/10/2019,1861.5
18/10/2019,1853.5
21/10/2019,1862.5
22/10/2019,1873
23/10/2019,1883.5
24/10/2019,1891
25/10/2019,1894
28/10/2019,1905.5
29/10/2019,1932.5
30/10/2019,1936.5
31/10/2019,1938
01/11/2019,1933
04/11/2019,1941
05/11/2019,1941.5
06/11/2019,1944
07/11/2019,1946.5
08/11/2019,1943
11/11/2019,1949.5
12/11/2019,1950.5
13/11/2019,1951.5
14/11/2019,1960.5
18/11/2019,1962
19/11/2019,1960.5
21/11/2019,1971.5
22/11/2019,1974
25/11/2019,1999.5
26/11/2019,2013.5
27/11/2019,2051
28/11/2019,2072
29/11/2019,2079
02/12/2019,2078
03/12/2019,2076.5
04/12/2019,2077
05/12/2019,2073.5
06/12/2019,2073.5
09/12/2019,2068.5
10/12/2019,2064.5
11/12/2019,2057
12/12/2019,2055
13/12/2019,2054
16/12/2019,2050.5
17/12/2019,2049.5
18/12/2019,2046
19/12/2019,2042
20/12/2019,2056
23/12/2019,2062
26/12/2019,2090.5
27/12/2019,2100
30/12/2019,2105.5
02/01/2020,2108
03/01/2020,2117.5
06/01/2020,2124.5
07/01/2020,2128.5
08/01/2020,2136.5
09/01/2020,2129
10/01/2020,2137
13/01/2020,2133
14/01/2020,2134
15/01/2020,2124
16/01/2020,2129.5
17/01/2020,2128.5
20/01/2020,2117.5
21/01/2020,2117.5
22/01/2020,2124
23/01/2020,2136.5
24/01/2020,2127.5
27/01/2020,2125
28/01/2020,2132.5
29/01/2020,2145
30/01/2020,2181.5
31/01/2020,2185.5
03/02/2020,2179
04/02/2020,2180
05/02/2020,2174.5
06/02/2020,2168.5
07/02/2020,2166.5
10/02/2020,2168
11/02/2020,2169.5
12/02/2020,2172
13/02/2020,2175.5
14/02/2020,2190
17/02/2020,2202
18/02/2020,2201
19/02/2020,2202
20/02/2020,2204.5
21/02/2020,2206.5
26/02/2020,2211
27/02/2020,2207.5
28/02/2020,2207
02/03/2020,2197
03/03/2020,2181.5
04/03/2020,2176.5
05/03/2020,2130.5
06/03/2020,2125.5
09/03/2020,2073
10/03/2020,2039
11/03/2020,2024
12/03/2020,1985
13/03/2020,1924
16/03/2020,1842.5
17/03/2020,1799.5
18/03/2020,1707.5
19/03/2020,1648
20/03/2020,1621
23/03/2020,1611
24/03/2020,1565.5
25/03/2020,1520.5
26/03/2020,1511.5
27/03/2020,1474
30/03/2020,1442.5
31/03/2020,1422.5
01/04/2020,1378.5
02/04/2020,1338.5
03/04/2020,1349
06/04/2020,1402.5
07/04/2020,1420.5
08/04/2020,1477.5
09/04/2020,1506
13/04/2020,1525.5
14/04/2020,1522.5
15/04/2020,1505
16/04/2020,1494
17/04/2020,1446
20/04/2020,1435.5
22/04/2020,1388
23/04/2020,1364
24/04/2020,1352.5
27/04/2020,1366
28/04/2020,1380
29/04/2020,1414
30/04/2020,1420.5
04/05/2020,1446.5
05/05/2020,1445
06/05/2020,1445
07/05/2020,1467
08/05/2020,1468.5
11/05/2020,1463.5
12/05/2020,1446.5
13/05/2020,1450
14/05/2020,1462
15/05/2020,1456.5
18/05/2020,1465.5
19/05/2020,1476.5
20/05/2020,1490
21/05/2020,1510
22/05/2020,1524.5
25/05/2020,1534
26/05/2020,1564.5
27/05/2020,1607.5
28/05/2020,1613.5
29/05/2020,1612
01/06/2020,1657
02/06/2020,1667
03/06/2020,1676.5
04/06/2020,1677.5
05/06/2020,1678
08/06/2020,1705.5
09/06/2020,1741.5
10/06/2020,1734
12/06/2020,1745.5
15/06/2020,1746
16/06/2020,1737
17/06/2020,1707
18/06/2020,1696.5
19/06/2020,1709.5
22/06/2020,1688.5
23/06/2020,1687
24/06/2020,1684
25/06/2020,1674.5
26/06/2020,1669.5
29/06/2020,1670.5
30/06/2020,1669.5
01/07/2020,1659.5
02/07/2020,1658.5
03/07/2020,1661.5
06/07/2020,1663
07/07/2020,1666.5
08/07/2020,1671.5
09/07/2020,1674.5
10/07/2020,1674
13/07/2020,1666
14/07/2020,1669.5
15/07/2020,1673.5
16/07/2020,1675.5
17/07/2020,1685
20/07/2020,1689.5
21/07/2020,1699.5
22/07/2020,1706.5
23/07/2020,1716.5
24/07/2020,1733
27/07/2020,1742.5
28/07/2020,1760
29/07/2020,1775.5
30/07/2020,1767.5
31/07/2020,1766.5
03/08/2020,1762.5
04/08/2020,1740
05/08/2020,1733
06/08/2020,1732.5
07/08/2020,1735.5
10/08/2020,1727
11/08/2020,1728
12/08/2020,1729.5
13/08/2020,1734.5
14/08/2020,1763.5
17/08/2020,1762.5
18/08/2020,1771.5
19/08/2020,1787
20/08/2020,1804.5
21/08/2020,1835.5
24/08/2020,1845.5
25/08/2020,1863
26/08/2020,1894.5
27/08/2020,1902.5
28/08/2020,1889.5
31/08/2020,1887
01/09/2020,1887.5
02/09/2020,1870
03/09/2020,1873.5
04/09/2020,1881
08/09/2020,1858
09/09/2020,1845
10/09/2020,1834.5
11/09/2020,1804.5
14/09/2020,1802.5
15/09/2020,1805
16/09/2020,1819.5
17/09/2020,1851.5
18/09/2020,1854.5
21/09/2020,1859
22/09/2020,1883.5
23/09/2020,1893.5
24/09/2020,1898
25/09/2020,1893
28/09/2020,1905
29/09/2020,1922
30/09/2020,1919.5
01/10/2020,1941.5
02/10/2020,1934
05/10/2020,1919.5
06/10/2020,1938
07/10/2020,1950.5
08/10/2020,1955
09/10/2020,2009
13/10/2020,2027.5
14/10/2020,2058.5
15/10/2020,2093
16/10/2020,2102.5
19/10/2020,2103.5
20/10/2020,2112
21/10/2020,2111.5
22/10/2020,2113
23/10/2020,2108.5
26/10/2020,2107
27/10/2020,2115.5
28/10/2020,2104.5
29/10/2020,2100
30/10/2020,2098.5
03/11/2020,2112
04/11/2020,2107.5
05/11/2020,2107.5
06/11/2020,2109.5
09/11/2020,2118
10/11/2020,2115.5
11/11/2020,2128.5
12/11/2020,2129.5
13/11/2020,2125.5
16/11/2020,2131.5
17/11/2020,2136
18/11/2020,2138
19/11/2020,2124.5
20/11/2020,2130.5
23/11/2020,2137.5
24/11/2020,2136
25/11/2020,2135.5
26/11/2020,2131
27/11/2020,2127.5
30/11/2020,2123.5
01/12/2020,2125
02/12/2020,2114
03/12/2020,2111.5
04/12/2020,2114.5
07/12/2020,2122
08/12/2020,2116
09/12/2020,2112
10/12/2020,2106
11/12/2020,2109.5
14/12/2020,2112
15/12/2020,2104.5
16/12/2020,2115
17/12/2020,2102
18/12/2020,2105
21/12/2020,2112.5
22/12/2020,2101.5
23/12/2020,2103
28/12/2020,2105
29/12/2020,2110.5
30/12/2020,2108.5
04/01/2021,2116.5
05/01/2021,2117
06/01/2021,2124.5
07/01/2021,2133
08/01/2021,2143
11/01/2021,2145
12/01/2021,2148.5
13/01/2021,2156
14/01/2021,2160.5
15/01/2021,2148
18/01/2021,2159.5
19/01/2021,2182
20/01/2021,2191.5
21/01/2021,2189
22/01/2021,2199.5
26/01/2021,2200
27/01/2021,2194
28/01/2021,2203
29/01/2021,2203
01/02/2021,2197.5
02/02/2021,2203
03/02/2021,2207
04/02/2021,2205.5
05/02/2021,2208.5
08/02/2021,2242.5
09/02/2021,2277.5
10/02/2021,2316
11/02/2021,2401
12/02/2021,2428.5
17/02/2021,2524
18/02/2021,2624
19/02/2021,2648.5
22/02/2021,2675.5
23/02/2021,2732
24/02/2021,2777.5
25/02/2021,2808
26/02/2021,2884.5
01/03/2021,2884.5
02/03/2021,2973
03/03/2021,2990
04/03/2021,2988.5
05/03/2021,2970.5
08/03/2021,2978
09/03/2021,2977.5
10/03/2021,2986
11/03/2021,2983
12/03/2021,2982
15/03/2021,2953
16/03/2021,2857.5
17/03/2021,2800
18/03/2021,2733
19/03/2021,2657.5
22/03/2021,2487
23/03/2021,2442.5
24/03/2021,2339.5
25/03/2021,2321.5
26/03/2021,2302.5
29/03/2021,2340.5
30/03/2021,2387.5
31/03/2021,2393
01/04/2021,2407.5
05/04/2021,2412
06/04/2021,2429
07/04/2021,2432.5
08/04/2021,2483.5
09/04/2021,2485
12/04/2021,2517.5
13/04/2021,2577
14/04/2021,2655
15/04/2021,2701
16/04/2021,2710
19/04/2021,2737
20/04/2021,2753
22/04/2021,2759.5
23/04/2021,2747
26/04/2021,2743
27/04/2021,2719
28/04/2021,2714
29/04/2021,2718.5
30/04/2021,2732
03/05/2021,2803
04/05/2021,2893.5
05/05/2021,3005
06/05/2021,3070
07/05/2021,3102
10/05/2021,3127.5
11/05/2021,3127.5
12/05/2021,3117.5
13/05/2021,3091
14/05/2021,3065
17/05/2021,3041.5
18/05/2021,2981.5
19/05/2021,2995.5
20/05/2021,2949.5
21/05/2021,2930.5
24/05/2021,2894
25/05/2021,2903
26/05/2021,2915.5
27/05/2021,2953
28/05/2021,3010
31/05/2021,3014
01/06/2021,3081.5
02/06/2021,3078.5
04/06/2021,3078.5
07/06/2021,3085
08/06/2021,3073
09/06/2021,3069
10/06/2021,3058.5
11/06/2021,3045.5
14/06/2021,3010
15/06/2021,2966.5
16/06/2021,2947.5
17/06/2021,2868.5
18/06/2021,2868
21/06/2021,2866.5
22/06/2021,2871
23/06/2021,2866.5
24/06/2021,2870.5
25/06/2021,2872
28/06/2021,2874.5
29/06/2021,2877
30/06/2021,2875.5
01/07/2021,2875
02/07/2021,2880.5
05/07/2021,2932.5
06/07/2021,2960
07/07/2021,2979.5
08/07/2021,2983
12/07/2021,3005.5
13/07/2021,3017
14/07/2021,3019
